query_id,query,category,backend,rank,content_type,source_id,title,url,similarity,combined_score,graph_hops,latency_ms,relevance_0_to_3
th-06,EV charging infrastructure rollout pace,thematic,pgvector-cooccurrence,5,article,b2dcbcf2-aea0-4d9a-ad42-41caf3f4e12f,$51 Million In New EV Charger Funding Available In Michigan,https://cleantechnica.com/2026/04/07/51-million-in-new-ev-charger-funding-available-in-michigan/,0.6988,0.6789,,468,
th-06,EV charging infrastructure rollout pace,thematic,pgvector-cooccurrence,6,article,d5177637-3379-498c-97fb-55649196f0f1,Over 200 New EV Chargers Coming To Ohio,https://cleantechnica.com/2026/04/14/over-200-new-ev-chargers-coming-to-ohio/,0.6807,0.6720,,468,
th-06,EV charging infrastructure rollout pace,thematic,pgvector-cooccurrence,7,article,01f67191-0c21-41b5-97c7-d51bba6d9424,"EV Charging – The Importance of Affordable, Convenient Access",https://rmi.org/ev-charging-the-importance-of-affordable-convenient-access/,0.7259,0.6689,,468,
th-06,EV charging infrastructure rollout pace,thematic,pgvector-cooccurrence,8,article,3f6f8c36-a85c-4db4-a558-a157b1dcd7eb,EV charging network sees 54 per cent leap in customer numbers as electric interest surges,https://thedriven.io/2026/04/14/ev-charging-network-sees-54-per-cent-leap-in-customer-numbers-as-electric-interest-surges/,0.6723,0.6667,,468,
th-06,EV charging infrastructure rollout pace,thematic,pgvector-cooccurrence,9,article,dffe485a-0ecb-42a5-929d-e2cf3bce29bd,72 New EV Fast Chargers Now Operating In Or Coming To Illinois,https://cleantechnica.com/2026/04/05/72-new-ev-fast-chargers-now-operating-in-or-coming-to-illinois/,0.6773,0.6650,,468,
th-06,EV charging infrastructure rollout pace,thematic,pgvector-cooccurrence,10,article,d9cdb986-3ee2-4285-b944-8e3930138131,New Zealand's EV Charger Expansion: Can It Meet Demand?,https://www.miragenews.com/new-zealands-ev-charger-expansion-can-it-meet-1652283/,0.6962,0.6448,,468,
th-06,EV charging infrastructure rollout pace,thematic,pg-graph-walk,1,article,8ee7ed49-ee5c-463b-a7b5-2f760168c82a,US Charging Networks Race to Keep Up as Gas Prices Boost EVs,https://www.bloomberg.com/news/articles/2026-04-08/us-charging-networks-expand-as-iran-war-sparks-ev-interest,0.7323,0.7323,,550,
th-06,EV charging infrastructure rollout pace,thematic,pg-graph-walk,2,article,e429d970-6c9e-44e6-ad92-f3565eb265f2,"71,482 EV Fast Chargers Operating In The US Now",https://cleantechnica.com/2026/04/09/71482-ev-fast-chargers-operating-in-the-us-now/,0.7299,0.7299,,550,
th-06,EV charging infrastructure rollout pace,thematic,pg-graph-walk,3,article,01f67191-0c21-41b5-97c7-d51bba6d9424,"EV Charging – The Importance of Affordable, Convenient Access",https://rmi.org/ev-charging-the-importance-of-affordable-convenient-access/,0.7259,0.7259,,550,
th-06,EV charging infrastructure rollout pace,thematic,pg-graph-walk,4,article,2c7515f3-4ba5-4fd1-89cb-7d70f07d1efc,US EV Fast-Charging Network Grows Amid High Gas Prices,https://www.bloomberg.com/news/newsletters/2026-04-08/us-ev-fast-charging-network-grows-amid-high-gas-prices,0.7248,0.7248,,550,
th-06,EV charging infrastructure rollout pace,thematic,pg-graph-walk,5,article,fa1aab0a-4f23-462a-bf9c-53a829542307,BYD & Tesla Show Different EV Infrastructure Approaches,https://cleantechnica.com/2026/04/06/byd-tesla-show-different-ev-infrastructure-approaches/,0.7005,0.7005,,550,
th-06,EV charging infrastructure rollout pace,thematic,pg-graph-walk,6,article,b2dcbcf2-aea0-4d9a-ad42-41caf3f4e12f,$51 Million In New EV Charger Funding Available In Michigan,https://cleantechnica.com/2026/04/07/51-million-in-new-ev-charger-funding-available-in-michigan/,0.6988,0.6988,,550,
th-06,EV charging infrastructure rollout pace,thematic,pg-graph-walk,7,article,d9cdb986-3ee2-4285-b944-8e3930138131,New Zealand's EV Charger Expansion: Can It Meet Demand?,https://www.miragenews.com/new-zealands-ev-charger-expansion-can-it-meet-1652283/,0.6962,0.6962,,550,
th-06,EV charging infrastructure rollout pace,thematic,pg-graph-walk,8,article,71952757-69d1-431c-9860-18925b890bc2,NZ's latest push to roll out more EV chargers is a good thing - but can it go the distance?,https://www.rnz.co.nz/news/national/591878/nz-s-latest-push-to-roll-out-more-ev-chargers-is-a-good-thing-but-can-it-go-the-distance,0.6953,0.6953,,550,
th-06,EV charging infrastructure rollout pace,thematic,pg-graph-walk,9,article,c9c81152-e8ae-4595-a77f-dfbf9c020b67,EV Chargers To Roll Out Faster Under New Rules,https://www.scoop.co.nz/stories/PA2604/S00045/ev-chargers-to-roll-out-faster-under-new-rules.htm,0.6920,0.6920,,550,
th-06,EV charging infrastructure rollout pace,thematic,pg-graph-walk,10,article,af74900c-b50f-43ad-bb76-1fa18895a263,New Rules Accelerate EV Charger Rollout,https://www.miragenews.com/new-rules-accelerate-ev-charger-rollout-1652295/,0.6874,0.6874,,550,
th-07,Agricultural emissions reduction policies and methane,thematic,pgvector-only,1,article,4e087bde-d2be-41ee-a145-f2eee60a1994,"Trump Administration Finalizes Methane Rule That Will Loosen Restrictions on Gas Flaring, Increase Pollution",https://cleantechnica.com/2026/04/07/trump-administration-finalizes-methane-rule-that-will-loosen-restrictions-on-gas-flaring-increase-pollution/,0.6587,0.6832,,448,
th-07,Agricultural emissions reduction policies and methane,thematic,pgvector-only,2,article,577f37f5-bfef-49fe-858b-6ab9e318c44c,The Electrified Future Is Already Here. Canada Just Needs to Build It,https://cleantechnica.com/2026/04/08/the-electrified-future-is-already-here-canada-just-needs-to-build-it/,0.6894,0.6742,,448,
th-07,Agricultural emissions reduction policies and methane,thematic,pgvector-only,3,article,30d2d526-52ba-4025-9860-807a7aad5c1b,"Energy, Chemical Sectors Urge EU to Ease Imminent Emission Rules",https://www.bloomberg.com/news/articles/2026-04-13/energy-chemical-sectors-urge-eu-to-ease-imminent-emission-rules,0.6747,0.6680,,448,
th-07,Agricultural emissions reduction policies and methane,thematic,pgvector-only,4,article,d7839c14-db30-40b5-ad68-52fb94a2fbd8,Germany Warns EU Methane Rules Risk Hindering Gas Imports,https://www.bloomberg.com/news/articles/2026-03-30/germany-warns-eu-methane-rules-risk-hindering-gas-imports,0.6669,0.6554,,448,
th-07,Agricultural emissions reduction policies and methane,thematic,pgvector-only,5,article,85bb065e-e278-4712-a257-ed1bb6c2808a,Misbehaviour dominates GHG emissions from food loss and waste,https://www.nature.com/articles/s41558-026-02596-y,0.6864,0.6452,,448,
th-07,Agricultural emissions reduction policies and methane,thematic,pgvector-only,6,article,1e45b99e-a8bf-4d1e-8a78-71e4d45d7870,Food loss and waste associated with misbehaviour drives 11% of global anthropogenic greenhouse gas emissions,https://www.nature.com/articles/s41558-026-02597-x,0.6579,0.6281,,448,
th-07,Agricultural emissions reduction policies and methane,thematic,pgvector-only,7,article,d08914a6-f560-46d4-9db4-479c371a2525,The underappreciated importance of small wetlands in global methane emissions,https://www.nature.com/articles/s41558-026-02609-w,0.6572,0.6277,,448,
th-07,Agricultural emissions reduction policies and methane,thematic,pgvector-only,8,podcast,podcast-1776203463170,ClimatePulse Daily — When Industries Push Back,/podcasts/2026-04-14-global.wav,0.6980,0.6152,,448,
th-07,Agricultural emissions reduction policies and methane,thematic,pgvector-only,9,daily_digest,briefing-1776152052345,Daily Briefing — Tue Apr 14 2026 00:00:00 GMT+1000 (Australian Eastern Standard Time),,0.6647,0.5952,,448,
th-07,Agricultural emissions reduction policies and methane,thematic,pgvector-only,10,daily_digest,briefing-1775638916750,Daily Briefing — Wed Apr 08 2026 00:00:00 GMT+1000 (Australian Eastern Standard Time),,0.6615,0.5899,,448,
th-07,Agricultural emissions reduction policies and methane,thematic,pgvector-cooccurrence,1,article,4e087bde-d2be-41ee-a145-f2eee60a1994,"Trump Administration Finalizes Methane Rule That Will Loosen Restrictions on Gas Flaring, Increase Pollution",https://cleantechnica.com/2026/04/07/trump-administration-finalizes-methane-rule-that-will-loosen-restrictions-on-gas-flaring-increase-pollution/,0.6587,0.6832,,484,
th-07,Agricultural emissions reduction policies and methane,thematic,pgvector-cooccurrence,2,article,577f37f5-bfef-49fe-858b-6ab9e318c44c,The Electrified Future Is Already Here. Canada Just Needs to Build It,https://cleantechnica.com/2026/04/08/the-electrified-future-is-already-here-canada-just-needs-to-build-it/,0.6894,0.6742,,484,
th-07,Agricultural emissions reduction policies and methane,thematic,pgvector-cooccurrence,3,article,30d2d526-52ba-4025-9860-807a7aad5c1b,"Energy, Chemical Sectors Urge EU to Ease Imminent Emission Rules",https://www.bloomberg.com/news/articles/2026-04-13/energy-chemical-sectors-urge-eu-to-ease-imminent-emission-rules,0.6747,0.6680,,484,
th-07,Agricultural emissions reduction policies and methane,thematic,pgvector-cooccurrence,4,article,d7839c14-db30-40b5-ad68-52fb94a2fbd8,Germany Warns EU Methane Rules Risk Hindering Gas Imports,https://www.bloomberg.com/news/articles/2026-03-30/germany-warns-eu-methane-rules-risk-hindering-gas-imports,0.6669,0.6554,,484,
th-07,Agricultural emissions reduction policies and methane,thematic,pgvector-cooccurrence,5,article,85bb065e-e278-4712-a257-ed1bb6c2808a,Misbehaviour dominates GHG emissions from food loss and waste,https://www.nature.com/articles/s41558-026-02596-y,0.6864,0.6452,,484,
th-07,Agricultural emissions reduction policies and methane,thematic,pgvector-cooccurrence,6,article,1e45b99e-a8bf-4d1e-8a78-71e4d45d7870,Food loss and waste associated with misbehaviour drives 11% of global anthropogenic greenhouse gas emissions,https://www.nature.com/articles/s41558-026-02597-x,0.6579,0.6281,,484,
th-07,Agricultural emissions reduction policies and methane,thematic,pgvector-cooccurrence,7,article,d08914a6-f560-46d4-9db4-479c371a2525,The underappreciated importance of small wetlands in global methane emissions,https://www.nature.com/articles/s41558-026-02609-w,0.6572,0.6277,,484,
th-07,Agricultural emissions reduction policies and methane,thematic,pgvector-cooccurrence,8,podcast,podcast-1776203463170,ClimatePulse Daily — When Industries Push Back,/podcasts/2026-04-14-global.wav,0.6980,0.6152,,484,
th-07,Agricultural emissions reduction policies and methane,thematic,pgvector-cooccurrence,9,daily_digest,briefing-1776152052345,Daily Briefing — Tue Apr 14 2026 00:00:00 GMT+1000 (Australian Eastern Standard Time),,0.6647,0.5952,,484,
th-07,Agricultural emissions reduction policies and methane,thematic,pgvector-cooccurrence,10,daily_digest,briefing-1775638916750,Daily Briefing — Wed Apr 08 2026 00:00:00 GMT+1000 (Australian Eastern Standard Time),,0.6615,0.5899,,484,
th-07,Agricultural emissions reduction policies and methane,thematic,pg-graph-walk,1,podcast,podcast-1776203463170,[podcast] podcast-1776203463170,,0.6980,0.6980,,450,
th-07,Agricultural emissions reduction policies and methane,thematic,pg-graph-walk,2,article,577f37f5-bfef-49fe-858b-6ab9e318c44c,The Electrified Future Is Already Here. Canada Just Needs to Build It,https://cleantechnica.com/2026/04/08/the-electrified-future-is-already-here-canada-just-needs-to-build-it/,0.6894,0.6894,,450,
th-07,Agricultural emissions reduction policies and methane,thematic,pg-graph-walk,3,article,85bb065e-e278-4712-a257-ed1bb6c2808a,Misbehaviour dominates GHG emissions from food loss and waste,https://www.nature.com/articles/s41558-026-02596-y,0.6864,0.6864,,450,
th-07,Agricultural emissions reduction policies and methane,thematic,pg-graph-walk,4,article,ef92c302-30cf-40b3-b8d3-3787ee1ae598,Clean air policies having unintended impact driving up wetland methane emissions by up to 34 million tons,https://www.sciencedaily.com/releases/2025/02/250205142754.htm,0.6805,0.6805,,450,
th-07,Agricultural emissions reduction policies and methane,thematic,pg-graph-walk,5,article,30d2d526-52ba-4025-9860-807a7aad5c1b,"Energy, Chemical Sectors Urge EU to Ease Imminent Emission Rules",https://www.bloomberg.com/news/articles/2026-04-13/energy-chemical-sectors-urge-eu-to-ease-imminent-emission-rules,0.6747,0.6747,,450,
th-07,Agricultural emissions reduction policies and methane,thematic,pg-graph-walk,6,article,b9540c9d-152e-413a-83db-b48b48fab392,High-yield rice breed emits up to 70% less methane,https://www.sciencedaily.com/releases/2025/02/250203142142.htm,0.6671,0.6671,,450,
th-07,Agricultural emissions reduction policies and methane,thematic,pg-graph-walk,7,article,d7839c14-db30-40b5-ad68-52fb94a2fbd8,Germany Warns EU Methane Rules Risk Hindering Gas Imports,https://www.bloomberg.com/news/articles/2026-03-30/germany-warns-eu-methane-rules-risk-hindering-gas-imports,0.6669,0.6669,,450,
th-07,Agricultural emissions reduction policies and methane,thematic,pg-graph-walk,8,daily_digest,briefing-1776152052345,[daily_digest] briefing-1776152052345,,0.6647,0.6647,,450,
th-07,Agricultural emissions reduction policies and methane,thematic,pg-graph-walk,9,article,105f9a2b-7f5c-4297-a3d6-19e1ce4c1c7b,Inconsistent reporting leads to underestimation of climate impact of methane,https://www.sciencedaily.com/releases/2025/02/250214123734.htm,0.6618,0.6618,,450,
th-07,Agricultural emissions reduction policies and methane,thematic,pg-graph-walk,10,daily_digest,briefing-1775638916750,[daily_digest] briefing-1775638916750,,0.6615,0.6615,,450,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pgvector-only,1,article,f834bbe6-b5d3-41c3-95be-1ec9c5563d5a,How the Trump administration’s climate math doesn’t add up,https://grist.org/economics/trump-administration-climate-economy-government-budget/,0.6435,0.6473,,467,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pgvector-only,2,article,d71402e4-6204-433a-8c2e-4af9e921d4a9,"Funding gap threatens next round of IPCC climate science reports, chair warns",https://www.climatechangenews.com/2026/04/01/funding-gap-threatens-next-round-of-ipcc-climate-science-reports-chair-warns/,0.6413,0.6412,,467,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pgvector-only,3,article,2b95a542-7d4a-4a71-ada7-28862fb99736,Coming To You From Big Oil Profits: The Vermont Climate Superfund,https://cleantechnica.com/2026/04/06/coming-to-you-from-big-oil-profits-the-vermont-climate-superfund/,0.6229,0.6332,,467,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pgvector-only,4,article,d3587ae6-bf62-49c4-bd02-fad123be3f76,"To keep climate science alive, researchers are speaking in code",https://grist.org/language/climate-federal-research-grants-national-science-foundation/,0.6286,0.6306,,467,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pgvector-only,5,article,e9217a9f-05b0-4273-b9ab-ae0e0e94f72a,Green Climate Fund picks locations for five developing country hubs,https://www.climatechangenews.com/2026/03/30/green-climate-fund-picks-locations-five-developing-country-hubs/,0.6253,0.6304,,467,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pgvector-only,6,article,39245703-f8be-48a6-8510-62bc19a1d631,Can new CEO steer Global Center on Adaptation back on course?,https://www.climatechangenews.com/2026/03/25/can-new-ceo-steer-global-center-on-adaptation-back-on-course/,0.6300,0.6303,,467,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pgvector-only,7,article,7b2624ea-1545-490e-a6f5-20b864a1a206,"As Vermont Defends Its Law to Make Fossil Fuel Firms Pay for Climate Adaptation, the Bill Is Already Coming Due",https://insideclimatenews.org/news/05042026/vermont-defends-climate-superfund-law/,0.6723,0.6285,,467,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pgvector-only,8,article,a13cea7f-85f4-4f88-841d-4d8b8d74ad69,"When Insurance and Policy Align, Resilience Scales",https://rmi.org/when-insurance-and-policy-align-resilience-scales/,0.6567,0.6274,,467,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pgvector-only,9,article,14c9d413-07bb-4691-ba73-16d10b82d905,UK cuts support for climate action abroad to fund military instead,https://www.climatechangenews.com/2026/03/19/uk-cuts-support-for-climate-action-abroad-to-fund-military-instead/,0.6235,0.6232,,467,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pgvector-only,10,article,fd24f8f4-dc28-46b4-a38e-fc01c79646c5,Island nations fight to save cultural heritage from climate change,https://www.climatechangenews.com/2026/03/30/island-nations-fight-to-save-cultural-heritage-from-climate-change/,0.6316,0.6111,,467,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pgvector-cooccurrence,1,article,f834bbe6-b5d3-41c3-95be-1ec9c5563d5a,How the Trump administration’s climate math doesn’t add up,https://grist.org/economics/trump-administration-climate-economy-government-budget/,0.6435,0.6473,,482,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pgvector-cooccurrence,2,article,d71402e4-6204-433a-8c2e-4af9e921d4a9,"Funding gap threatens next round of IPCC climate science reports, chair warns",https://www.climatechangenews.com/2026/04/01/funding-gap-threatens-next-round-of-ipcc-climate-science-reports-chair-warns/,0.6413,0.6412,,482,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pgvector-cooccurrence,3,article,2b95a542-7d4a-4a71-ada7-28862fb99736,Coming To You From Big Oil Profits: The Vermont Climate Superfund,https://cleantechnica.com/2026/04/06/coming-to-you-from-big-oil-profits-the-vermont-climate-superfund/,0.6229,0.6332,,482,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pgvector-cooccurrence,4,article,d3587ae6-bf62-49c4-bd02-fad123be3f76,"To keep climate science alive, researchers are speaking in code",https://grist.org/language/climate-federal-research-grants-national-science-foundation/,0.6286,0.6306,,482,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pgvector-cooccurrence,5,article,e9217a9f-05b0-4273-b9ab-ae0e0e94f72a,Green Climate Fund picks locations for five developing country hubs,https://www.climatechangenews.com/2026/03/30/green-climate-fund-picks-locations-five-developing-country-hubs/,0.6253,0.6304,,482,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pgvector-cooccurrence,6,article,39245703-f8be-48a6-8510-62bc19a1d631,Can new CEO steer Global Center on Adaptation back on course?,https://www.climatechangenews.com/2026/03/25/can-new-ceo-steer-global-center-on-adaptation-back-on-course/,0.6300,0.6303,,482,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pgvector-cooccurrence,7,article,7b2624ea-1545-490e-a6f5-20b864a1a206,"As Vermont Defends Its Law to Make Fossil Fuel Firms Pay for Climate Adaptation, the Bill Is Already Coming Due",https://insideclimatenews.org/news/05042026/vermont-defends-climate-superfund-law/,0.6723,0.6285,,482,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pgvector-cooccurrence,8,article,a13cea7f-85f4-4f88-841d-4d8b8d74ad69,"When Insurance and Policy Align, Resilience Scales",https://rmi.org/when-insurance-and-policy-align-resilience-scales/,0.6567,0.6274,,482,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pgvector-cooccurrence,9,article,14c9d413-07bb-4691-ba73-16d10b82d905,UK cuts support for climate action abroad to fund military instead,https://www.climatechangenews.com/2026/03/19/uk-cuts-support-for-climate-action-abroad-to-fund-military-instead/,0.6235,0.6232,,482,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pgvector-cooccurrence,10,article,fd24f8f4-dc28-46b4-a38e-fc01c79646c5,Island nations fight to save cultural heritage from climate change,https://www.climatechangenews.com/2026/03/30/island-nations-fight-to-save-cultural-heritage-from-climate-change/,0.6316,0.6111,,482,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pg-graph-walk,1,article,7b2624ea-1545-490e-a6f5-20b864a1a206,"As Vermont Defends Its Law to Make Fossil Fuel Firms Pay for Climate Adaptation, the Bill Is Already Coming Due",https://insideclimatenews.org/news/05042026/vermont-defends-climate-superfund-law/,0.6723,0.6723,,480,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pg-graph-walk,2,article,a13cea7f-85f4-4f88-841d-4d8b8d74ad69,"When Insurance and Policy Align, Resilience Scales",https://rmi.org/when-insurance-and-policy-align-resilience-scales/,0.6567,0.6567,,480,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pg-graph-walk,3,article,f834bbe6-b5d3-41c3-95be-1ec9c5563d5a,How the Trump administration’s climate math doesn’t add up,https://grist.org/economics/trump-administration-climate-economy-government-budget/,0.6435,0.6435,,480,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pg-graph-walk,4,article,d71402e4-6204-433a-8c2e-4af9e921d4a9,"Funding gap threatens next round of IPCC climate science reports, chair warns",https://www.climatechangenews.com/2026/04/01/funding-gap-threatens-next-round-of-ipcc-climate-science-reports-chair-warns/,0.6413,0.6413,,480,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pg-graph-walk,5,article,13751f92-70b2-4ca8-b731-f7a32f6d161b,🌎 New survey: How climate tech gets funded in 2026 #291,https://www.ctvc.co/new-survey-how-climate-tech-gets-funded-in-2026-291/,0.6335,0.6335,,480,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pg-graph-walk,6,article,fd24f8f4-dc28-46b4-a38e-fc01c79646c5,Island nations fight to save cultural heritage from climate change,https://www.climatechangenews.com/2026/03/30/island-nations-fight-to-save-cultural-heritage-from-climate-change/,0.6316,0.6316,,480,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pg-graph-walk,7,article,fe135170-889c-420e-938e-5123bfdf9eca,Analysis: UK is ‘halving’ its climate finance for developing countries,https://www.carbonbrief.org/analysis-uk-is-halving-its-climate-finance-for-developing-countries/,0.6308,0.6308,,480,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pg-graph-walk,8,article,39245703-f8be-48a6-8510-62bc19a1d631,Can new CEO steer Global Center on Adaptation back on course?,https://www.climatechangenews.com/2026/03/25/can-new-ceo-steer-global-center-on-adaptation-back-on-course/,0.6300,0.6300,,480,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pg-graph-walk,9,article,d3587ae6-bf62-49c4-bd02-fad123be3f76,"To keep climate science alive, researchers are speaking in code",https://grist.org/language/climate-federal-research-grants-national-science-foundation/,0.6286,0.6286,,480,
th-08,Climate adaptation funding for coastal infrastructure,thematic,pg-graph-walk,10,article,04f750d7-3ee0-4173-b502-8f82ec2cd9b8,Corpus Christi Water Crisis Spurs Stampede on South Texas Aquifers,https://insideclimatenews.org/news/07042026/corpus-christi-water-crisis-south-texas-aquifers/,0.6262,0.6262,,480,
mh-01,Which projects funded by ARENA have hit milestones in the last quarter?,multi_hop,pgvector-only,1,article,103c2340-81ce-4ad3-bfbc-e7f39052ea1d,Five battery projects totalling 7.9 GWh advance through approvals,https://www.pv-magazine-australia.com/2026/03/30/five-battery-projects-totalling-7-9-gwh-advance-through-approvals/,0.7392,0.6651,,496,
mh-01,Which projects funded by ARENA have hit milestones in the last quarter?,multi_hop,pgvector-only,2,article,5303e8a7-0a4e-4098-8fe4-eb55e8c09efe,NSW planners approve Foresight’s 150MWh BESS; Banpu submits 1GWh development to Australia’s EPBC Act,https://www.energy-storage.news/nsw-planners-approve-foresights-150mwh-bess-banpu-submits-1gwh-development-to-australias-epbc-act/,0.7124,0.6578,,496,
mh-01,Which projects funded by ARENA have hit milestones in the last quarter?,multi_hop,pgvector-only,3,article,e4ac0038-1204-45df-afd4-5307e0d1797c,Island commissioning to battery oversizing: Key lessons from AGL’s 1GWh grid-forming Liddell BESS in Australia,https://www.energy-storage.news/island-commissioning-to-battery-oversizing-key-lessons-from-agls-1gwh-grid-forming-liddell-bess-in-australia/,0.7013,0.6558,,496,
mh-01,Which projects funded by ARENA have hit milestones in the last quarter?,multi_hop,pgvector-only,4,article,769dbb2a-c83b-4047-a7df-a5cf98da5af3,Backer of huge Australian green hydrogen projects lands funds to create “digital twin”,https://reneweconomy.com.au/backer-of-huge-australian-green-hydrogen-projects-lands-funds-to-create-digital-twin/?utm_source=rss&utm_medium=rss&utm_campaign=backer-of-huge-australian-green-hydrogen-projects-lands-funds-to-create-digital-twin,0.7125,0.6552,,496,
mh-01,Which projects funded by ARENA have hit milestones in the last quarter?,multi_hop,pgvector-only,5,article,e7d999f4-289f-4092-8175-adfe21c9c4a3,Australia’s EPBC Act pipeline swells with 5.5GWh of battery storage across three states,https://www.energy-storage.news/australias-epbc-act-pipeline-swells-with-5-5gwh-of-battery-storage-across-three-states/,0.7229,0.6520,,496,
mh-01,Which projects funded by ARENA have hit milestones in the last quarter?,multi_hop,pgvector-only,6,article,69b207d7-bdba-4909-84cc-d13c4ee47bcf,Australia: 1.6GWh Belah BESS submitted for approval as 590MWh Mornington project enters AEMO commissioning,https://www.energy-storage.news/australia-1-6gwh-belah-bess-submitted-for-approval-as-590mwh-mornington-project-enters-aemo-commissioning/,0.7174,0.6482,,496,
mh-01,Which projects funded by ARENA have hit milestones in the last quarter?,multi_hop,pgvector-only,7,article,5a872976-c5c5-46f6-933b-6cc91dadc0df,Albo’s new funding for transition; electric trucks; electric ferries; Boomerang Labs,https://thefifthestate.com.au/jobs-and-biz-news/albos-new-funding-for-transition-electric-trucks-electric-ferries-boomerang-labs/,0.7054,0.6467,,496,
mh-01,Which projects funded by ARENA have hit milestones in the last quarter?,multi_hop,pgvector-only,8,article,e0246674-5cee-4ce4-87df-b8533e6cb73b,Arevon starts building 1GWh California BESS; BPP and Energy Vault buy Texas projects,https://www.energy-storage.news/arevon-starts-building-1gwh-california-bess-bpp-and-energy-vault-buy-texas-projects/,0.7079,0.6434,,496,
mh-01,Which projects funded by ARENA have hit milestones in the last quarter?,multi_hop,pgvector-only,9,article,de3d9b70-2c2b-41f2-8d53-e07b94c306a9,"AGL commissioning ‘ambitious’ 1,000MWh Liddell grid-forming BESS in Australia",https://www.energy-storage.news/agl-commissioning-ambitious-1000mwh-liddell-grid-forming-bess-in-australia/,0.7006,0.6381,,496,
mh-01,Which projects funded by ARENA have hit milestones in the last quarter?,multi_hop,pgvector-only,10,article,6129e817-4316-416e-ae9b-e19ff72537b0,Ausgrid’s 400MWh Steel River East BESS clears NSW planning hurdle despite community opposition,https://www.energy-storage.news/ausgrids-400mwh-steel-river-east-bess-clears-nsw-planning-hurdle-despite-community-opposition/,0.6980,0.6376,,496,
mh-01,Which projects funded by ARENA have hit milestones in the last quarter?,multi_hop,pgvector-cooccurrence,1,article,5a872976-c5c5-46f6-933b-6cc91dadc0df,Albo’s new funding for transition; electric trucks; electric ferries; Boomerang Labs,https://thefifthestate.com.au/jobs-and-biz-news/albos-new-funding-for-transition-electric-trucks-electric-ferries-boomerang-labs/,0.7054,0.6467,1,510,
mh-01,Which projects funded by ARENA have hit milestones in the last quarter?,multi_hop,pg-graph-walk,1,article,5a872976-c5c5-46f6-933b-6cc91dadc0df,Albo’s new funding for transition; electric trucks; electric ferries; Boomerang Labs,https://thefifthestate.com.au/jobs-and-biz-news/albos-new-funding-for-transition-electric-trucks-electric-ferries-boomerang-labs/,0.7054,0.7938,0,479,
mh-02,How does Origin Energy connect to Octopus Energy and the wholesale gas market?,multi_hop,pgvector-only,1,article,2be50cea-efd2-4aed-af56-36bc12442d17,How doing your washing on weekends could get you a discount on your electricity,https://www.itv.com/news/2026-04-14/how-doing-your-washing-at-weekends-could-get-you-a-discount-on-your-electricity,0.6726,0.6439,,477,
mh-02,How does Origin Energy connect to Octopus Energy and the wholesale gas market?,multi_hop,pgvector-only,2,article,d74c443e-072c-406c-a6a8-136a51fc7cb3,The Drilling Reflex – why price spikes do not justify more North Sea drilling,https://carbontracker.org/the-drilling-reflex-why-price-spikes-do-not-justify-more-north-sea-drilling/,0.6174,0.6372,,477,
mh-02,How does Origin Energy connect to Octopus Energy and the wholesale gas market?,multi_hop,pgvector-only,3,article,2d208434-4534-4f04-910d-30fc755648ac,Update - Dividend/Distribution - ORG,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=2924-03070486-2A1661463,0.6446,0.6027,,477,
mh-02,How does Origin Energy connect to Octopus Energy and the wholesale gas market?,multi_hop,pgvector-only,4,article,cfc31d78-b487-4deb-9347-41e95ba66975,Danish giant sells giga-scale battery as project readies to hit the grid,https://reneweconomy.com.au/danish-giant-sells-giga-scale-battery-as-project-readies-to-hit-the-grid/?utm_source=rss&utm_medium=rss&utm_campaign=danish-giant-sells-giga-scale-battery-as-project-readies-to-hit-the-grid,0.6201,0.6020,,477,
